number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price,review_pro
3498,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3385. Perilla Vietnamese Cuisine,“If you like cabbage”,“If you like cabbage”,35,2,,,cheap_eats,
3499,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3386. Pico Latin Street Food,“Delicious Latin Street food”,“Delicious Latin Street food”,30,7,"Latin, Spanish",$$ - $$$,mid_range,
3500,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3387. El Huarache Loco,“A Mexican Street Cuisine food stand in...”,“A Mexican Street Cuisine food stand in...”,40,1,Mexic,,mid_range,
3501,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3388. Locali Mediterranean,“Excellent gyros and chicken - pass on the...”,“Excellent gyros and chicken - pass on the...”,40,1,"Mediterranean, Gre",,mid_range,
3502,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3389. Martha's Mexican Food,“good tasting experience”,“good tasting experience”,40,1,Mexic,,mid_range,
3503,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3390. The Village Market & Pizza at SFSU,“Late Night Eats”,“Late Night Eats”,35,2,Pizza,$,cheap_eats,
3504,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,Beach Street Grill Organic Restaurant,“The eggs Benedict and breakfast burrito went down well and the coffee seemed...”,“The eggs Benedict and breakfast burrito went down well and the coffee seemed...”,40,702,"American, Seafood",$$ - $$$,mid_range,
3505,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3391. Slate,“Delicious food and fab service!”,“Delicious food and fab service!”,40,1,Me,,mid_range,
3506,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3392. Cafe Rosso,“Einfaches und nettes Lokal auf dem Campus”,“Einfaches und nettes Lokal auf dem Campus”,40,1,,,mid_range,
3507,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3393. Naples Pizzarella,“Great Salvadorian Eats w/no Atmosphere”,“Great Salvadorian Eats w/no Atmosphere”,40,1,Me,,mid_range,
3508,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3394. Bobapioca,“yummy eggette!”,“yummy eggette!”,40,1,,,mid_range,
3509,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3395. Pika Pika,“So much unexpected fun!”,“So much unexpected fun!”,40,1,,,mid_range,
3510,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3396. Little Kitchen,“Genial”,“Genial”,40,1,Chinese,$$ - $$$,mid_range,
3511,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3397. Nibs,“Best croissants this side of the Seine”,“Best croissants this side of the Seine”,50,1,,,mid_range,
3512,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3398. Zaab Thai Cuisine,“Great flavoured food”,“Great flavoured food”,40,1,Th,,mid_range,
3514,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3400. Off the Grid: 5M,“Who doesn't love a food truck?”,“Who doesn't love a food truck?”,40,1,,,mid_range,
3516,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3402. Mo'z Cafe-,"“Hollandaise sauce on corn beef, lemon...”","“Hollandaise sauce on corn beef, lemon...”",35,3,"American, Cafe",$$ - $$$,mid_range,
3517,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3403. Monterey Pizza & Asian Zap,“Really good neighborhood pizza spot”,“Really good neighborhood pizza spot”,40,1,Me,,mid_range,
3518,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3404. Wolfe's Lunch,“Smorgasbord Board of a meno”,“Smorgasbord Board of a meno”,40,1,,,mid_range,
3519,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3405. Round Table Pizza Mission Street,"“Great delivery, but terrible pizza”","“Great delivery, but terrible pizza”",35,5,"Italian, Piz",,mid_range,
3520,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3406. Red's Java House,“You gotta go to Red's.”,“You gotta go to Red's.”,35,3,Me,,mid_range,
3521,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3407. The Showdown,"“Great happy hour, beer, hard drinks in...”","“Great happy hour, beer, hard drinks in...”",40,1,Americ,,mid_range,
3522,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3408. Sushi Umi,"“Small and ""Ok"" Sushi in downtown area”","“Small and ""Ok"" Sushi in downtown area”",35,4,"Japanese, Sushi",$$ - $$$,mid_range,
3523,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3409. Subway,“bom!”,“bom!”,40,1,,,mid_range,
3524,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3410. Alibi Restaurant and Lounge,“Good atmosphere”,“Good atmosphere”,40,1,,,mid_range,
3525,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3411. Main Tower Deli,“Decent coffee shop”,“Decent coffee shop”,40,1,,,mid_range,
3527,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3413. The Dog House,“keep walking”,“keep walking”,30,6,,,mid_range,
3528,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3414. Creighton's,“Good Brunch”,“Good Brunch”,40,1,Me,,mid_range,
3529,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3415. The Deli Lama,“Get a Cheesesteak”,“Get a Cheesesteak”,40,1,,,mid_range,
3530,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3416. Moolicious-Sansome,“Good Breakfast Fix”,“Good Breakfast Fix”,40,1,,,mid_range,
3531,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3417. Dosa Allee,“there are issues”,“there are issues”,30,6,Me,,mid_range,
3532,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3418. Villa Italian Kitchen,“boas massas”,“boas massas”,40,1,"Italian, Pizza Me",,mid_range,
3533,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3419. Oodles,"“Very chill and tasty, too!”","“Very chill and tasty, too!”",40,1,,,mid_range,
3534,https://www.tripadvisor.com/Restaurants-g60713-oa3390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3420. Jacob's Diner,“Good enough”,“Good enough”,35,3,Americ,,mid_range,
3535,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,NOVY Restaurant,“... very tasty but quite far away from the original greek equivalent version.”,“... very tasty but quite far away from the original greek equivalent version.”,45,61,"Greek, American",$$ - $$$,mid_range,
3536,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3421. San Miguel Restaurant,“A Guatemalan walks into a Guatemalan...”,“A Guatemalan walks into a Guatemalan...”,35,2,De,,mid_range,
3537,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3422. Cafe Mars,“More than a Dive Bar”,“More than a Dive Bar”,35,3,American,$$ - $$$,mid_range,
3538,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3423. India Garden,“Absolutely the worst Indian food i have...”,“Absolutely the worst Indian food i have...”,30,10,Indian,$$ - $$$,mid_range,
3539,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3424. Tacos Cala,“Mushroom Taco!”,“Mushroom Taco!”,35,3,"Mexican, Cafe Me",,mid_range,
3543,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3428. Eternal Springs,“Eternal Springs Vietnamese Restaurant”,“Eternal Springs Vietnamese Restaurant”,40,1,,,mid_range,
3544,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3429. St. Mary's Pub,"“Your local dive bar, without the stale...”","“Your local dive bar, without the stale...”",35,2,P,,mid_range,
3545,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3430. Taco Libre,“Ricos tacos”,“Ricos tacos”,40,1,Mexic,,mid_range,
3546,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3431. Casey's Pizza,“Pass”,“Pass”,35,3,Pizza Me,,mid_range,
3547,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3432. Prima Cosa Caffe,“Lovely little cafe in the FiDi”,“Lovely little cafe in the FiDi”,40,1,,,mid_range,
3548,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3433. CheeSpud,“Unique baked potatoes”,“Unique baked potatoes”,40,1,,,mid_range,
3549,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3434. Hunan China Restaurant,“Delicious food!”,“Delicious food!”,40,1,Chine,,mid_range,
3550,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3435. Mayflower Restaurant,“Breakfast”,“Breakfast”,35,3,American Me,,mid_range,
3551,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3436. Subway,“Big Bready Sandwiches”,“Big Bready Sandwiches”,35,2,,,mid_range,
3552,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3437. Deja Vu Pizza,“This is how you lose a long time customer”,“This is how you lose a long time customer”,35,5,Pizza,$$ - $$$,mid_range,
3553,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3438. Monterey Deli,"“Preiswert, schnell und gut!”","“Preiswert, schnell und gut!”",40,1,,,mid_range,
3554,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3439. B & M Mei Sing,“Great - Fast Chineses”,“Great - Fast Chineses”,35,3,Chinese,$,cheap_eats,
3555,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3440. La Rosa Taqueria,"“Long Lines, but good tacos”","“Long Lines, but good tacos”",40,1,Mexic,,cheap_eats,
3556,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3441. Tao Yin Restaurant,"“Bad food, bad attitude, never go there...”","“Bad food, bad attitude, never go there...”",35,3,Chinese Me,,cheap_eats,
3557,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3442. Paul's Deli,“Local Catch of the Day”,“Local Catch of the Day”,35,2,,,cheap_eats,
3558,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3443. Subs Inc,“Well don't say hello !”,“Well don't say hello !”,35,2,Fast Food Me,,cheap_eats,
3559,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3444. Pagan Burmese Restaurant,“OK for something different near Legion of...”,“OK for something different near Legion of...”,30,7,Th,,cheap_eats,
3560,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3445. La Placita Mexicatessen,“True authentic Mexican Cuisine”,“True authentic Mexican Cuisine”,40,1,,,cheap_eats,
3561,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3446. Magic Wok,"“Good price, taste so-so”","“Good price, taste so-so”",35,4,Chine,,cheap_eats,
3562,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3447. El Salvador Restaurant,“Best Papusa's in SF”,“Best Papusa's in SF”,40,1,Me,,cheap_eats,
3563,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3448. Mandu Asian Street Food,"“Mandu, Pan-Asian Street Food (Soft...”","“Mandu, Pan-Asian Street Food (Soft...”",40,1,,,cheap_eats,
3564,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3449. Castafiore,“No muy bien ubicado”,“No muy bien ubicado”,40,1,,,cheap_eats,
3565,https://www.tripadvisor.com/Restaurants-g60713-oa3420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3450. Lagos Pizza,“Un buen lugar para ir con amigos”,“Un buen lugar para ir con amigos”,40,1,Piz,,cheap_eats,
3566,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,Surisan,“We ordered the K- burrito and K-tacos.”,“We ordered the K- burrito and K-tacos.”,45,294,"Asian, Korean",$$ - $$$,mid_range,
3567,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3451. Lone Star Saloon,“Lone Star has come down a long way form...”,“Lone Star has come down a long way form...”,35,2,,,mid_range,
3568,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3452. Moolicious San Francisco,“Good Dessert Crepe”,“Good Dessert Crepe”,35,2,,,mid_range,
3569,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3453. J&E Restaurant,“Ok Chinese Food but Really Slow Service”,“Ok Chinese Food but Really Slow Service”,35,3,Chine,,mid_range,
3570,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3454. D&A Cafe,“Sea Snails and Watermelon Juice Boba”,“Sea Snails and Watermelon Juice Boba”,30,12,"Chinese, Asian",$,cheap_eats,
3571,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3455. Moku,“Pretty good spot.”,“Pretty good spot.”,35,2,Japane,,cheap_eats,
3572,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3456. KFC,“Mixed Up Order”,“Mixed Up Order”,35,2,American Me,,cheap_eats,
3573,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3457. Two Jacks Seafood,“Good fried food”,“Good fried food”,40,1,Seafood Me,,cheap_eats,
3574,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3458. Quickly,“Standard”,“Standard”,35,4,,,cheap_eats,
3575,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3459. G Food Truck Lounge,“Variety and speed”,“Variety and speed”,40,1,,,cheap_eats,
3576,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3460. RockIt Swirl,"“regular frozen yogurt, kind of pricey”","“regular frozen yogurt, kind of pricey”",35,2,,,cheap_eats,
3577,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3461. Hai's Restaurant,“Delicious food and excellent service in a...”,“Delicious food and excellent service in a...”,35,2,,,cheap_eats,
3578,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3462. Wine & Wall,“Quaint location for private event”,“Quaint location for private event”,40,1,,,cheap_eats,
3579,https://www.tripadvisor.com/Restaurants-g60713-oa3450-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3463. Front Door Cafe,“Excellent breakfast burrito”,“Excellent breakfast burrito”,40,1,Me,,cheap_eats,
