number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price
1832,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1802. The Pot's,“Best Hot Pot in Town!”,“Best Hot Pot in Town!”,45,11,Chinese,$$ - $$$,mid_range
1833,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1803. Monaghan's,"“Nice, friendly relaxing place”","“Nice, friendly relaxing place”",45,7,,,mid_range
1834,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1804. Limon Rotisserie,“Try the Seafood Ceviche misto (raw seafoods marinated/ cooked in citrus juices).”,“Try the Seafood Ceviche misto (raw seafoods marinated/ cooked in citrus juices).”,45,12,"Peruvian, Latin",$$ - $$$,mid_range
1835,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1805. Yuanbao Jiaozi,“Hand made dumplings are AMAZING!”,“Hand made dumplings are AMAZING!”,50,5,,$,cheap_eats
1836,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1806. El Tesoro Taqueria & Grill,“New grill on post. Tasty”,“New grill on post. Tasty”,45,12,Mexic,,cheap_eats
1837,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1807. The Cheese School of San Francisco,“Wine Flights and Cheese Boards”,“Wine Flights and Cheese Boards”,50,5,American,$$ - $$$,mid_range
1838,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1808. Dr. Teeth and the Electric Mahem,“Bad day guys?”,“Bad day guys?”,45,11,"Bar, Pub",$$ - $$$,mid_range
1839,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1809. Brother's Pizza,“Taraval Terrific!”,“Taraval Terrific!”,40,13,Pizza,$,cheap_eats
1840,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1810. Buffalo Theory,“Meh”,“Meh”,45,9,,,cheap_eats
1841,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1811. VinoRosso,“Neighborhood gem”,“Neighborhood gem”,45,12,"Wine Bar, Italian",$$ - $$$,mid_range
1842,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1812. The Willows,“Burgers and brews”,“Burgers and brews”,45,9,,$,cheap_eats
1843,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1813. Extreme Pizza,“Great pizza”,“Great pizza”,35,39,Pizza,$,cheap_eats
1844,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1814. Nan King Road Bistro,“Excellent barbecue.”,“Excellent barbecue.”,45,13,"Chinese, Asian",$$ - $$$,mid_range
1845,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1815. The Liberties Bar & Restaurant,“Nice neighborhood bar!”,“Nice neighborhood bar!”,40,16,"Irish, Bar",$$ - $$$,mid_range
1846,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1816. Panini,“Excellent coffee”,“Excellent coffee”,50,6,,,mid_range
1847,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1817. Say Cheese,“Great place to start your picnic!”,“Great place to start your picnic!”,50,7,$$ - $$,$$ - $$$,mid_range
1848,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1818. Royal Oak,“Super fun night — Steve the bartender is...”,“Super fun night — Steve the bartender is...”,45,13,"Bar, P",,mid_range
1849,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1819. Southern Pacific Brewing,“... fantastic !! We also had the Pale Ale Sausage Pizza and it was just delic...”,“... fantastic !! We also had the Pale Ale Sausage Pizza and it was just delic...”,35,82,"Bar, Pub",$$ - $$$,mid_range
1850,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1820. Bergerac,“One of The Best Lounges In SF”,“One of The Best Lounges In SF”,45,14,Me,,mid_range
1851,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1821. Fountain Cafe,“Catch a bite on your way to work....”,“Catch a bite on your way to work....”,40,12,Cafe,$,cheap_eats
1852,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1822. Kam Po Kitchen,“ Roast duck and roast pig are the best.”,“ Roast duck and roast pig are the best.”,40,23,"Chinese, Asian",$,cheap_eats
1853,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1823. Baiano Pizzeria,“Fantastic Pizza's”,“Fantastic Pizza's”,40,12,"Pizza, Italian",$$ - $$$,mid_range
1854,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1824. Osakaya Restaurant,“... iceberg lettuce under my cold ramen .”,“... iceberg lettuce under my cold ramen .”,35,58,"Japanese, Sushi",$$ - $$$,mid_range
1855,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1825. SO,“So is CLOSED until further notice -Oct...”,“So is CLOSED until further notice -Oct...”,40,24,"Chinese, Asian",$,cheap_eats
1856,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1826. Blind Butcher,“Had the calamari to start which was great.”,“Had the calamari to start which was great.”,40,10,$$ - $$,$$ - $$$,mid_range
1857,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1827. Niku Steakhouse,“Gluttony: Wagyu .”,“Gluttony: Wagyu .”,50,5,"Steakhouse, Japanese",$$$$,fine_dining
1858,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1828. Tasty Pot,“... to customize the level of spiciness and whether to pick vermicelli or rice .”,“... to customize the level of spiciness and whether to pick vermicelli or rice .”,40,11,"Chinese, Asi",,fine_dining
1859,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1829. Esan Classic,“Wild Thai in the Tenderloin”,“Wild Thai in the Tenderloin”,50,5,Thai Me,,fine_dining
1860,https://www.tripadvisor.com/Restaurants-g60713-oa1800-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1830. Speciality's Cafe & Bakery,“Great lunch place for soup or salad”,“Great lunch place for soup or salad”,45,12,"Cafe, American",$,cheap_eats
1861,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,ALX by Alexander's Steakhouse,“Food and service was excellent”,“Food and service was excellent”,35,6,"American, Steakhouse",$$ - $$$,mid_range
1862,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1831. Oasis Cafe,“cafe / Ethiopian restaurant”,“cafe / Ethiopian restaurant”,40,15,"Cafe, Mediterranean",$,cheap_eats
1863,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1832. Rm 212,“They serve beer wine & sake at extremel...”,“They serve beer wine & sake at extremel...”,40,19,"Bar, Asian",$$ - $$$,mid_range
1864,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1833. Casa Mexicana,“Quick well prepared Mexican food ”,“Quick well prepared Mexican food ”,40,12,Mexican,$,cheap_eats
1865,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1834. Chaiya Thai Restaurant,“Thai dinner”,“Thai dinner”,45,8,Thai,$$ - $$$,mid_range
1866,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1835. Soma Inn Cafe,“Bad coffee but food may be ok if you...”,“Bad coffee but food may be ok if you...”,40,20,"American, Cafe",$$ - $$$,mid_range
1867,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1836. Mavelous,“Must stop for yummy food!”,“Must stop for yummy food!”,45,6,"Cafe, Diner",$$ - $$$,mid_range
1868,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1837. Taqueria Guadalajara,“Burritos!”,“Burritos!”,45,10,Mexic,,mid_range
1869,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1838. Golden Gate Indian Cuisine & Pizza,“EXCELLENT Service with delicious food”,“EXCELLENT Service with delicious food”,45,13,"Indian, Pizza",$$ - $$$,mid_range
1870,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1839. Aria Korean American Snack Bar,“One of the my favorite Korean restaurant ”,“One of the my favorite Korean restaurant ”,45,9,"Asian, Korean",$,cheap_eats
1871,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1840. Spice of America,“Good food and friendly staff”,“Good food and friendly staff”,45,6,$$ - $$,$$ - $$$,mid_range
1872,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1841. King of Thai,“Decent Thai food ”,“Decent Thai food ”,40,21,"Asian, Thai",$,cheap_eats
1873,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1842. Sakana Bune,“ Sushi Boats are a must for the teens”,“ Sushi Boats are a must for the teens”,40,15,"Japanese, Sushi",$$ - $$$,mid_range
1874,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1843. Lotta's Bakery,“Amazing!”,“Amazing!”,50,9,,,mid_range
1875,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1844. Working Girls Cafe,“Enjoyable breakfast bagel”,“Enjoyable breakfast bagel”,45,9,Deli,$,cheap_eats
1876,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1845. Chez Marius,“Good neighborhood restaurant option.”,“Good neighborhood restaurant option.”,40,18,"French, European",$$ - $$$,mid_range
1877,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1846. Thai House Geary Street,"“Friendly, fast service; fresh flavours”","“Friendly, fast service; fresh flavours”",40,18,"Asian, Thai Me",,mid_range
1878,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1847. Rossi's Delicatessen,“Great Falafel sandwich and service”,“Great Falafel sandwich and service”,45,8,$ Men,$,cheap_eats
1879,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1848. L & G Vietnamese Sandwich,“Why queue over the road?”,“Why queue over the road?”,45,8,Vietnamese,$,cheap_eats
1880,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1849. Chili Cha Cha 2,“Yummy”,“Yummy”,45,8,$ Men,$,cheap_eats
1881,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1850. Big Chef Tom's Belly Burgers,“Belly pork Burger now is my favourite”,“Belly pork Burger now is my favourite”,45,11,$ Men,$,cheap_eats
1882,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1851. El Buen Comer,“Delicious regional Mexican Cuisine”,“Delicious regional Mexican Cuisine”,40,8,Mexic,,cheap_eats
1883,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1852. Parigo,"“Very interesting wines, great”","“Very interesting wines, great”",50,5,Contemporary,$$ - $$$,mid_range
1884,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1853. Superior Palace Restaurant,“... of Chinese broccoli (crunchy and flavorful) with rice to any vegan friend.”,“... of Chinese broccoli (crunchy and flavorful) with rice to any vegan friend.”,40,11,"Chinese, Asian",$,cheap_eats
1885,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1854. Khamsa,“... loved the food when I was in Morocco !”,“... loved the food when I was in Morocco !”,45,7,"Moroccan, Mediterranean",$$ - $$$,mid_range
1886,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1855. Bacchus Kirk,“A Great Neighborhood Bar”,“A Great Neighborhood Bar”,50,8,,,mid_range
1887,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1856. Chipotle Mexican Grill,“Hot and muggy”,“Hot and muggy”,40,12,Mexican,$,cheap_eats
1888,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1857. Mister Bing's,“Loud!”,“Loud!”,40,15,,,cheap_eats
1889,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1858. Manitas Cafe & Deli,“Walking the area came across this little...”,“Walking the area came across this little...”,45,6,Me,,cheap_eats
1890,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1859. Cheese Boutique,“We stopped in for some sandwiches to go and the shop owners are so delightful.”,“We stopped in for some sandwiches to go and the shop owners are so delightful.”,45,9,Deli,$,cheap_eats
1891,https://www.tripadvisor.com/Restaurants-g60713-oa1830-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1860. La Copa Loca,“Excellent gelato and crepes”,“Excellent gelato and crepes”,50,8,Italian,$$ - $$$,mid_range
1892,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,Surisan,“We ordered the K- burrito and K-tacos.”,“We ordered the K- burrito and K-tacos.”,45,294,"Asian, Korean",$$ - $$$,mid_range
1893,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1861. Uncle Boy's,“Small But Beautiful”,“Small But Beautiful”,45,8,Fast Food,$,cheap_eats
1894,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1862. Katia's,“Big price and poor quality”,“Big price and poor quality”,40,21,"Russian, Eastern European",$$ - $$$,mid_range
1895,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1863. The ThongLor Thai Restaurant,“Great Dinner for between the two parts of...”,“Great Dinner for between the two parts of...”,45,6,Th,,mid_range
1896,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1864. Dragon River Restaurant,“Best Peking Duck”,“Best Peking Duck”,45,9,"Chinese, American Me",,mid_range
1897,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1865. Tennessee Grill,“ Tennessee Grill!”,“ Tennessee Grill!”,35,21,"Diner, American",$,cheap_eats
1898,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1866. Thanh Tam II,“Good Vietnamese in SF.”,“Good Vietnamese in SF.”,40,12,"Asian, Vietnamese",$,cheap_eats
1899,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1867. Shanghai Dumpling King,“ Dumplings of my dreams”,“ Dumplings of my dreams”,40,10,Chine,,cheap_eats
1900,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1868. Kobani,"“Best Hummus, Goldilocks's falafell and...”","“Best Hummus, Goldilocks's falafell and...”",45,10,"Mediterranean, Greek",$,cheap_eats
1901,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1869. Yuyu Sushi,“Great ramen”,“Great ramen”,45,7,Sus,,cheap_eats
1902,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1870. Occidental cigar club,“Great place / Rude Service”,“Great place / Rude Service”,40,20,"Bar, P",,cheap_eats
1903,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1871. The Treasury,“Great cock to your experience at the...”,“Great cock to your experience at the...”,45,7,,,cheap_eats
1904,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1872. Cheung Hing,“duck duck”,“duck duck”,45,13,"Chinese, Asian Me",,cheap_eats
1905,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1873. Birba,“Terrific little place with fabulous...”,“Terrific little place with fabulous...”,50,7,$$ - $$,$$ - $$$,mid_range
1906,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1874. Curio,“Nice food and cold draft beer.”,“Nice food and cold draft beer.”,45,6,"American, Bar",$$$$,fine_dining
1907,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1875. Almanac Beer Taproom,“Sour Beers!”,“Sour Beers!”,45,8,Chine,,fine_dining
1908,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1876. Golden Dragon Restaurant,“Great feast!”,“Great feast!”,40,18,"Chinese, Asian",$$ - $$$,mid_range
1909,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1877. The Blue Light,“Taco Tuesday at The Blue Light to Watch...”,“Taco Tuesday at The Blue Light to Watch...”,40,10,"American, Bar",$$ - $$$,mid_range
1910,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1878. Gateway Croissant,“Heavenly pastries”,“Heavenly pastries”,45,6,Me,,mid_range
1911,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1879. Get Fresh Sf,“Horrible service”,“Horrible service”,40,14,Healthy,$,cheap_eats
1912,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1880. Juice Shop,“Awe$some”,“Awe$some”,50,6,Healt,,cheap_eats
1913,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1881. San Sun Restaurant,"“We ordered the grilled pork chop rice , beef stew noodles and a combination cr...”","“We ordered the grilled pork chop rice , beef stew noodles and a combination cr...”",35,26,"Chinese, Asian",$,cheap_eats
1914,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1882. Jay's Cheesesteak,“Incredible”,“Incredible”,50,7,Steakhouse,$,cheap_eats
1915,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1883. Pho Hoa Vietnamese Restaurant,“Great Food Friendly Management”,“Great Food Friendly Management”,45,10,Vietnamese,$,cheap_eats
1916,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1884. Ken's Kitchen,“Sadly I believe they have closed down”,“Sadly I believe they have closed down”,40,15,"Chinese, Asian",$,cheap_eats
1917,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1885. The Iron Cactus,“Not Really Interested in Your Business”,“Not Really Interested in Your Business”,35,19,Mexican,$$ - $$$,mid_range
1918,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1886. Amnesia Bar,"“LOCAL MUSIC, GREAT SCENE”","“LOCAL MUSIC, GREAT SCENE”",45,7,,,mid_range
1919,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1887. Sanppo Restaurant,"“... are also on offer and quite good, coming with miso soup , salad and rice.”","“... are also on offer and quite good, coming with miso soup , salad and rice.”",35,48,"Japanese, Sushi",$$ - $$$,mid_range
1920,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1888. Curry Up Now,“Via Uber Eats!”,“Via Uber Eats!”,45,9,Indian,$,cheap_eats
1921,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1889. The Snug,“... a Prairie Bomb Imperial Stout beer.”,“... a Prairie Bomb Imperial Stout beer.”,40,10,"American, Bar",$$ - $$$,mid_range
1922,https://www.tripadvisor.com/Restaurants-g60713-oa1860-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1890. El Burrito Express,“Super Good Burritos and Nachos”,“Super Good Burritos and Nachos”,45,10,Mexican,$,cheap_eats
1923,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,Laguna Restaurant,“Better than the fancy French and Italian...”,“Better than the fancy French and Italian...”,50,7,American,$$ - $$$,mid_range
1924,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1891. Portico Restaurant,"“I had pizza and a drink, which was very...”","“I had pizza and a drink, which was very...”",40,10,Pizza,$,cheap_eats
1925,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1892. Miki,“No frills just ramen ”,“No frills just ramen ”,45,7,Japane,,cheap_eats
1926,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1893. Guangdong Barbecue Tea House,“Neighborhood favorite with fresh meats to...”,“Neighborhood favorite with fresh meats to...”,40,9,Chinese,$,cheap_eats
1927,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1894. Auntie April's Chicken and Waffles,“Best fried chicken”,“Best fried chicken”,40,13,,$,cheap_eats
1928,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1895. Aunt Fanny's Hot Pretzels,“Great Pretzels & Corn Dogs”,“Great Pretzels & Corn Dogs”,35,37,,$,cheap_eats
1929,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1896. Les Clos,“No visit possible”,“No visit possible”,40,12,"French, Ca",,cheap_eats
1930,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1897. Kusina Ni Tess,“... for a couple of good options where I could satisfy my Filipino food craving!”,“... for a couple of good options where I could satisfy my Filipino food craving!”,45,7,"Filipino, Asian",$,cheap_eats
1931,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1898. Bar None,“Good spot!”,“Good spot!”,40,12,"Bar, Pub",$$ - $$$,mid_range
1932,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1899. Thai 4 You,“too much for not enough”,“too much for not enough”,45,9,Thai,$$ - $$$,mid_range
1933,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1900. Yemen Kitchen,“inexpensive dinner in the tenderloin.”,“inexpensive dinner in the tenderloin.”,50,6,Indian,$,cheap_eats
1934,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1901. The Golden Donut,“Great start to my day!”,“Great start to my day!”,50,5,,,cheap_eats
1935,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1902. All Good Pizza,“great pizza from a truck in an outdoor...”,“great pizza from a truck in an outdoor...”,50,6,Itali,,cheap_eats
1936,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1903. Tricolore Caffe & Pizzeria,"“Genuine, warm and great lunch”","“Genuine, warm and great lunch”",45,9,"Italian, Cafe",$,cheap_eats
1937,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1904. Deli Board,“Wonderful Sandwiches”,“Wonderful Sandwiches”,50,11,"American, De",,cheap_eats
1938,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1905. Sri Thai Cuisine,“We all ordered different types of curry and rice.”,“We all ordered different types of curry and rice.”,35,25,"Asian, Thai",$$ - $$$,mid_range
1939,https://www.tripadvisor.com/Restaurants-g60713-oa1890-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,1906. DarTealing Lounge,“Great place for high tea!”,“Great place for high tea!”,45,9,British Me,,mid_range
